alu	?Are?are
ira-pro	Proto-Iranian
itc-pro	Proto-Italic
jpx-pro	Proto-Japonic
ccs-pro	Proto-Kartvelian
qfa-kor-pro	Proto-Korean
poz-lgx-pro	Proto-Lampungic
poz-mly-pro	Proto-Malayic
poz-mcm-pro	Proto-Malayo-Chamic
poz-pro	Proto-Malayo-Polynesian
poz-msa-pro	Proto-Malayo-Sumbawan
hmx-mie-pro	Proto-Mien
mkh-pro	Proto-Mon-Khmer
xgn-pro	Proto-Mongolic
azc-nah-pro	Proto-Nahuan
gmq-pro	Proto-Norse
ccn-pro	Proto-North Caucasian
poz-swa-pro	Proto-North Sarawak
cau-nec-pro	Proto-Northeast Caucasian
cau-nwc-pro	Proto-Northwest Caucasian
poz-pnp-pro	Proto-Nuclear Polynesian
azc-num-pro	Proto-Numic
poz-oce-pro	Proto-Oceanic
aus-pam-pro	Proto-Pama-Nyungan
phi-pro	Proto-Philippine
poz-pol-pro	Proto-Polynesian
dru-pro	Proto-Rukai
sal-pro	Proto-Salish
smi-pro	Proto-Samic
syd-pro	Proto-Samoyedic
sem-pro	Proto-Semitic
sit-pro	Proto-Sino-Tibetan
sio-pro	Proto-Siouan
sca-pro	Proto-Siouan-Catawban
sla-pro	Proto-Slavic
poz-ssw-pro	Proto-South Sulawesi
tai-swe-pro	Proto-Southwestern Tai
poz-sus-pro	Proto-Sunda-Sulawesi
tai-pro	Proto-Tai
azc-tak-pro	Proto-Takic
ine-toc-pro	Proto-Tocharian
tuw-pro	Proto-Tungusic
trk-pro	Proto-Turkic
fiu-ugr-pro	Proto-Ugric
urj-pro	Proto-Uralic
azc-pro	Proto-Uto-Aztecan
mkh-vie-pro	Proto-Vietic
pqw-pro	Proto-Western Malayo-Polynesian
qfa-yen-pro	Proto-Yeniseian
prz	Providencia Sign Language
kvj	Psikye
puk	Pu Ko
cpx	Pu Xian
pux	Puare
atp	Pudtol Atta
pue	Puelche
psl	Puerto Rican Sign Language
npu	Puimei Naga
pui	Puinave
pkp	Pukapuka
pup	Pulabu
puw	Puluwat
pum	Puma
yae	Pum?
xpm	Pumpokol
pud	Punan Aput
pna	Punan Bah-Biau
pnm	Punan Batu
puf	Punan Merah
puc	Punan Merap
puj	Punan Tubu
xpu	Punic
pa	Punjabi
puu	Punu
puo	Puoc
puq	Puquina
pru	Puragi
iar	Purari
pua	Purepecha
prr	Puri
prx	Purik
puy	Purisime?o
pur	Purubor?
pub	Purum
mfl	Putai
put	Putoh
afe	Putukwam
xpp	Puyo-Paekche
pyu	Puyuma
pme	Pwaamei
pop	Pwapwa
kjp	Pwo Eastern Karen
pcw	Pyapun
pye	Pye Krumen
pyy	Pyen
pby	Pyu
kjb	Q'anjob'al
kek	Q'eqchi
laq	Qabiao
byx	Qaqet
qxq	Qashqa'i
xqt	Qatabanian
ymq	Qila Muji
ahg	Qimant
zqe	Qiubei Zhuang
qua	Quapaw
fcs	Quebec Sign Language
yum	Quechan
qu	Quechua
qya	Quenya
otq	Quer?taro Otomi
pxm	Quetzaltepec Mixe
qvy	Queyu
zpj	Quiavicuzas Zapotec
qui	Quileute
qun	Quinault
quq	Quinqui
ztq	Quioquitani-Quier? Zapotec
chq	Quiotepec Chinantec
qyp	Quiripi
rah	Rabha
rad	Rade
xrr	Raetic
raz	Rahambuu
mqk	Rajah Kabunsuwan Manobo
raj	Rajasthani
rjs	Rajbanshi
rji	Raji
rjg	Rajong
gra	Rajput Garasia
rkh	Rakahanga-Manihiki
rki	Rakhine
ral	Ralte
rma	Rama
rai	Ramoaaina
kjx	Ramopa
lje	Rampi
thr	Rana Tharu
rax	Rang
rgk	Rangkas
rnl	Ranglong
rao	Rao
ray	Rapa
rap	Rapa Nui
kyx	Rapoisi
rpt	Rapting
lra	Rara Bakati'
rar	Rarotongan
rac	Rasawa
btn	Ratagnon
rth	Ratahan
rtw	Rathawi
bgd	Rathwi Bareli
rau	Raute
yea	Ravula
rwo	Rawa
raw	Rawang
jnl	Rawat
rwa	Rawo
zor	Ray?n Zoque
rat	Razajerdi
ria	Reang
gir	Red Gelao
atu	Reel
rej	Rejang
ree	Rejang Kayan
rei	Reli
bow	Rema
rmb	Rembarunga
reb	Rembong
rem	Remo
agv	Remontado Agta
rmp	Rempi
lkj	Remun
rel	Rendille
ren	Rengao
mnv	Rennellese
rsi	Rennellese Sign Language
rpn	Repanbitip
rer	Rer Bare
rea	Rerau
pgk	Rerep
res	Reshe
rgr	Res?garo
ret	Retta
rcf	R?union Creole French
rey	Reyesano
ril	Riang
ran	Riantana
rir	Ribun
rie	Rien
rkb	Rikbaktsa
zar	Rinc?n Zapotec
rgu	Ringgou
rri	Ririo
rit	Ritarungo
riu	Riung
snj	Riverain Sango
rod	Rogo
rhg	Rohingya
rmm	Roma
rgn	Romagnol
rmx	Romam
rom	Romani
rge	Romani Greek
ro	Romanian
rms	Romanian Sign Language
rsb	Romano-Serbian
rmv	Romanova
rm	Romansch
rol	Romblomanon
rof	Rombo
rmk	Romkun
cla	Ron
rng	Ronga
ror	Rongga
nbu	Rongmei Naga
rnp	Rongpo
roe	Ronji
rnn	Roon
rga	Roria
rro	Roro
roo	Rotokas
rtm	Rotuman
rug	Roviana
pce	Ruching Palaung
rdb	Rudbari
rui	Rufiji
ruh	Ruga
dru	Rukai
cgg	Rukiga
ruz	Ruma
rbb	Rumai Palaung
klq	Rumu
rna	Runa
rou	Runga
rtc	Rungtu
drg	Rungus
rnw	Rungwa
crp-rsn	Russenorsk
ru	Russian
rsl	Russian Sign Language
rue	Rusyn
rut	Rutul
ruc	Ruuli
rnd	Ruund
rwk	Rwa
ksw	S'gaw Karen
sax	Sa
apb	Sa'a
snv	Sa'ban
scq	Sa'och
sav	Saafi-Saafi
raq	Saam
lsm	Saamia
str	Saanich
sxr	Saaroa
saa	Saba
xsa	Sabaean
bsy	Sabah Bisaya
msi	Sabah Malay
sae	Saban?
spy	Sabaot
sbv	Sabine
pml	Sabir
hvn	Sabu
sbo	Sab?m
quv	Sacapulteco
sck	Sadri
skb	Saek
spd	Saep
saf	Safaliba
apz	Safeyoka
sbk	Safwa
sbm	Sagala
tga	Sagalla
qot	Sahaptin
ssy	Saho
saj	Sahu
aec	Saidi Arabic
xsy	Saisiyat
sjb	Sajau Basap
sch	Sakachep
skm	Sakam
sku	Sakao
skt	Sakata
sak	Sake
skf	Sakirabi?
shq	Sala
slx	Salampasu
slr	Salar
sgu	Salas
slq	Salchuq
sau	Saleman
sbe	Saliba
slc	S?liba
sln	Salinan
sll	Salt-Yui
loe	Saluan
slj	Salum?
qfa-len-slv	Salvadoran Lenca
esn	Salvadoran Sign Language
snx	Sam
smd	Sama
smp	Samaritan
sam	Samaritan Aramaic
tmj	Samarokena
ysd	Samatao
smx	Samba
xsb	Sambali
xab	Sambe
ssx	Samberigi
saq	Samburu
smh	Samei
smq	Samo
sm	Samoan
cpe-spp	Samoan Plantation Pidgin
sgs	Samogitian
swm	Samosa
rav	Sampang
sxm	Samre
stu	Samtao
smv	Samvedi
ztm	San Agust?n Mixtepec Zapotec
zpx	San Baltazar Loxicha Zapotec
hve	San Dionisio del Mar Huave
pow	San Felipe Otlaltepec Popoloca
hue	San Francisco del Mar Huave
mat	San Francisco Matlatzinca
maa	San Jer?nimo Tec?atl Mazatec
poe	San Juan Atzingo Popoloca
mjc	San Juan Colorado Mixtec
zab	San Juan Guelav?a Zapotec
xtj	San Juan Teita Mixtec
pps	San Lu?s Temalacayuca Popoloca
pls	San Marcos Tlalcoyalco Popoloca
trq	San Mart?n Itunyoso Triqui
scf	San Miguel Creole French
mig	San Miguel El Grande Mixtec
xtp	San Miguel Piedras Mixtec
ztu	San Pablo G?il? Zapotec
azg	San Pedro Amuzgos Amuzgo
zpf	San Pedro Quiatoni Zapotec
zpt	San Vicente Coatl?n Zapotec
ayn	Sanaani Arabic
spn	Sanapan?
sad	Sandawe
scg	Sanggau
snl	Sangil
sxn	Sangir
sgr	Sangisari
sgk	Sangkong
sgy	Sanglechi
sg	Sango
nsa	Sangtam Naga
sbp	Sangu
ysn	Sani
ysy	Sanie
sny	Saniyo-Hiyewe
msc	Sankaran Maninka
ssi	Sansi
sa	Sanskrit
ztn	Santa Catarina Albarradas Zapotec
pca	Santa In?s Ahuatempan Popoloca
zpn	Santa In?s Yatzechi Zapotec
mdv	Santa Luc?a Monteverde Mixtec
hvv	Santa Mar?a del Mar Huave
nhz	Santa Mar?a La Alta Nahuatl
zpi	Santa Mar?a Quiegolani Zapotec
mza	Santa Mar?a Zacatepec Mixtec
cok	Santa Teresa Cora
sat	Santali
zpr	Santiago Xanica Zapotec
zas	Santo Domingo Albarradas Zapotec
xsu	Sanum?
zkp	S?o Paulo Kaing?ng
cri	S?otomense
spr	Saparua
spc	Sap?
krn	Sapo
spi	Saponi
sps	Saposa
spu	Sapuan
mwm	Sar
sre	Sara
koj	Sara Dunjo
sbz	Sara Kaba
kwg	Sara Kaba Deme
kwv	Sara Kaba N??
srm	Saramaccan
bps	Sarangani Blaan
mbs	Sarangani Manobo
zsa	Sarasira
sar	Saraveca
srs	Sarcee
sc	Sardinian
srh	Sarikoli
sdf	Sarli
onp	Sartang
swy	Sarua
sdu	Sarudu
sra	Saruga
sas	Sasak
sxs	Sasaru
sdc	Sassarese Sardinian
stw	Satawalese
mav	Sater?-Maw?
stq	Saterland Frisian
sdl	Saudi Arabian Sign Language
skc	Sauk
psu	Sauraseni Prakrit
saz	Saurashtra
srt	Sauri
sao	Sause
ssj	Sausi
svr	Savara
sdg	Savi
svs	Savosavo
szw	Sawai
swr	Saweru
saw	Sawi
swt	Sawila
sxw	Saxwe Gbe
say	Saya
pos	Sayula Popoluca
sco	Scots
gd	Scottish Gaelic
xsc	Scythian
kdg	Seba
sgw	Sebat Bet Gurage
sbx	Seberuang
sib	Sebop
snb	Sebuyau
sec	Sechelt
sey	Secoya
sed	Sedang
tvw	Sedoa
sos	Seeku
sge	Segai
seg	Segeju
sbg	Seget
sfw	Sehwi
ssg	Seimat
hik	Seit-Kaitetu
sek	Sekani
skp	Sekapan
skz	Sekar
skj	Seke
syi	Seki
skx	Seko Padang
sko	Seko Tengah
lip	Sekpele
kgi	Selangor Sign Language
slu	Selaru
sly	Selayar
snw	Selee
spl	Selepet
ona	Selknam
sel	Selkup
sxl	Selonian
slg	Selungai Murut
sws	Seluwasan
nsm	Sema
sea	Semai
sdm	Semandang
szc	Semaq Beri
sbr	Sembakung Murut
sza	Semelai
etz	Semimi
ssm	Semnam
smy	Semnani
xse	Sempan
seh	Sena
seq	Senara S?noufo
syn	Senaya
sej	Sene
see	Seneca
sds	Sened
szg	Sengele
snu	Senggi
spk	Sengo
ssz	Sengseng
sjs	Senhaja De Srair
sni	Sensi
set	Sentani
sez	Senthang Chin
std	Sentinelese
spe	Sepa
spm	Sepen
iws	Sepik Iwam
mbx	Sepik Mari
sry	Sera
skr	Seraiki
sh	Serbo-Croatian
swf	Sere
srr	Serer
sei	Seri
sve	Serili
kqu	Seroa
ser	Serrano
szd	Seru
srw	Serua
srk	Serudung Murut
seu	Serui-Laut
stf	Seta
stm	Setaman
sbi	Seti
sta	Settla
ojs	Severn Ojibwa
sew	Sewa Bay
crs	Seychellois Creole
sze	Seze
scw	Sha
sdb	Shabak
sbf	Shabo
srz	Shahmirzadi
shm	Shahrudi
sha	Shall-Zwall
sqa	Shama-Sambuga
xsh	Shamang
ksb	Shambala
shn	Shan
swo	Shanenawa
sho	Shanga
jih	Shangzhai
mcd	Sharanahua
ssv	Shark Bay
swq	Sharwa
sht	Shasta
shj	Shatt
sqh	Shau
sjw	Shawnee
shx	She
shv	Shehri
moy	Shekkacho
she	Sheko
sth	Shelta
seb	Shempire Senoufo
shl	Shendu
scv	Sheni
bun	Sherbro
sdp	Sherdukpen
xsr	Sherpa
kip	Sheshi Kham
shr	Shi
ssh	Shihhi Arabic
gua	Shiki
shk	Shilluk
scl	Shina
snh	Shinabo
nyr	Shinyiha
shp	Shipibo-Conibo
sxg	Shixing
sle	Sholaga
sii	Shom Peng
sn	Shona
bcv	Shoo-Minda-Nye
cjs	Shor
shh	Shoshone
shg	Shua
sdt	Shuadit
jiv	Shuar
suj	Shubi
sgh	Shughni
sts	Shumashti
scu	Shumcho
shs	Shuswap
ksa	Shuwa-Zamani
shw	Shwai
pll	Shwe Palaung
slw	Sialum
sif	Siamou
spg	Sian
snp	Siane
sya	Siang
sjr	Siar-Lak
nco	Sibe
sdx	Sibu Melanau
sxc	Sicanian
scx	Sicel
ii	Sichuan Yi
scn	Sicilian
sep	S?c?t? S?noufo
sqr	Siculo-Arabic
sid	Sidamo
xsd	Sidetic
erg	Sie
zaa	Sierra de Ju?rez Zapotec
sgx	Sierra Leone Sign Language
nsu	Sierra Negra Nahuatl
sxe	Sighu
snr	Sihan
ski	Sika
sky	Sikaiana
tty	Sikaritai
sik	Sikiana
sip	Sikkimese
skh	Sikule
slt	Sila
mks	Silacayoapan Mixtec
sbq	Sileibi
szl	Silesian
sli	Silesian German
wul	Silimo
mkc	Siliput
xsp	Silopi
stv	Silt'e
sie	Simaa
bts	Simalungun Batak
sbw	Simba
smg	Simbali
smb	Simbari
sbb	Simbo
smz	Simeku
smr	Simeulue
smt	Simte
siu	Sinagen
sst	Sinasina
snc	Sinaugoro
sjn	Sindarin
sd	Sindhi
sbn	Sindhi Bhil
xts	Sindihui Mixtec
sgm	Singa
sls	Singapore Sign Language
sgp	Singpho
si	Sinhalese
xti	Sinicahua Mixtec
skq	Sininkere
snz	Sinsauru
rmo	Sinte Romani
sys	Sinyar
xsi	Sio
snn	Siona
qum	Sipacapense
swj	Sira
fos	Siraya
ysr	Sirenik
sir	Siri
sri	Siriano
srq	Sirion?
srx	Sirmauri
ssd	Siroi
sld	Sissala
sso	Sissano
sis	Siuslaw
siy	Sivandi
siz	Siwa
siw	Siwai
akp	Siwu
csy	Siyin Chin
ska	Skagit
svx	Skalvian
ske	Ske
skw	Skepi Creole Dutch
sms	Skolt Sami
skv	Skou
den	Slavey
sk	Slovak
svk	Slovakian Sign Language
sl	Slovene
zlw-slv	Slovincian
sfm	Small Flowery Miao
kxq	Sm?rky Kanum
sno	Snohomish
sss	S?
ssq	So'a
sob	Sobei
cso	Sochiapam Chinantec
xog	Soga
sog	Sogdian
soj	Soi
skk	Sok
swn	Sokna
soc	Soko
sok	Sokoro
xso	Solano
sby	Soli
aaw	Solong
sol	Solos
smc	Som
so	Somali
bmu	Somba-Siawari
sor	Somrai
smu	Somray
kgt	Somyev
shc	Sonde
sgo	Songa
sop	Songe
csj	Songlai Chin
soo	Songo
soe	Songomeno
sod	Songoora
soi	Sonha
siq	Sonia
snk	Soninke
sov	Sonsorolese
teu	Soo
urw	Sop
sqt	Soqotri
srb	Sora
sbh	Sori-Harengan
sqo	Sorkhei
sxo	Sorothaptic
ays	Sorsogon Ayta
sdk	Sos Kundi
krz	Sota Kanum
st	Sotho
sqq	Sou
sfs	South African Sign Language
aws	South Awyu
lnl	South Central Banda
dib	South Central Dinka
erk	South Efate
fal	South Fali
giz	South Giziga
lmf	South Lembata
ajp	South Levantine Arabic
mqm	South Marquesan
kts	South Muyu
nxl	South Nuaulu
spx	South Picene
xsl	South Slavey
omw	South Tairora
cpy	South Ucayali Ash?ninka
mcy	South Watut
tvk	Southeast Ambrym
vbb	Southeast Babar
ijs	Southeast Ijo
psi	Southeast Pashayi
dks	Southeastern Dinka
zpd	Southeastern Ixtl?n Zapotec
nit	Southeastern Kolami
mxy	Southeastern Nochixtl?n Mixtec
pom	Southeastern Pomo
npl	Southeastern Puebla Nahuatl
tcu	Southeastern Tarahumara
stp	Southeastern Tepehuan
agy	Southern Alta
alt	Southern Altai
ams	Southern Amami-Oshima
bfs	Southern Bai
bcc	Southern Balochi
biv	Southern Birifor
bwq	Southern Bobo Madar?
obk	Southern Bontok
caf	Southern Carrier
bln	Southern Catanduanes Bicolano
dga	Southern Dagaare
crj	Southern East Cree
ghe	Southern Ghale
ggo	Southern Gondi
grj	Southern Grebo
hmy	Southern Guiyang Hmong
hax	Southern Haida
hnd	Southern Hindko
sxk	Southern Kalapuya
ksc	Southern Kalinga
kss	Southern Kisi
kjd	Southern Kiwai
sdh	Southern Kurdish
ysp	Southern Lolopo
lrr	Southern Lorung
luz	Southern Luri
snm	Southern Ma'di
hma	Southern Mashan Hmong
mnn	Southern Mnong
ymc	Southern Muji
nr	Southern Ndebele
nbw	Southern Ngbandi
nik	Southern Nicobarese
nsd	Southern Nisu
nnw	Southern Nuni
css	Southern Ohlone
osu	Southern One
pmz	Southern Pame
peq	Southern Pomo
mit	Southern Puebla Mixtec
slh	Southern Puget Sound Salish
pmj	Southern Pumi
hms	Southern Qiandong Miao
qxs	Southern Qiang
nre	Southern Rengma Naga
zsr	Southern Rincon Zapotec
rgs	Southern Roglai
ssb	Southern Sama
sma	Southern Sami
sbd	Southern Samo
skd	Southern Sierra Miwok
sou	Southern Thai
tix	Southern Tiwa
wib	Southern Toussian
tjs	Southern Tujia
tce	Southern Tutchone
uzs	Southern Uzbek
yux	Southern Yukaghir
gso	Southwest Gbaya
plv	Southwest Palawano
psh	Southwest Pashayi
nwi	Southwest Tanna
vbk	Southwestern Bontok
dik	Southwestern Dinka
fay	Southwestern Fars
hmg	Southwestern Guiyang Hmong
hmh	Southwestern Huishui Hmong
nsv	Southwestern Nisu
tsf	Southwestern Tamang
twr	Southwestern Tarahumara
tla	Southwestern Tepehuan
meh	Southwestern Tlaxiaco Mixtec
sww	Sowa
sow	Sowanda
vmp	Soyaltepec Mazatec
vmq	Soyaltepec Mixtec
es	Spanish
ssp	Spanish Sign Language
spt	Spiti Bhoti
spo	Spokane
squ	Squamish
srn	Sranan Tongo
sci	Sri Lankan Creole Malay
sqs	Sri Lankan Sign Language
zgh	Standard Moroccan Tamazight
sbu	Stod Bhoti
sto	Stoney
szp	Suabo
seo	Suarmin
swp	Suau
sxb	Suba
ssc	Suba-Simbiti
xsj	Subi
sbs	Subiya
sut	Subtiaba
apd	Sudanese Arabic
tgo	Sudest
xsv	Sudovian
sue	Suena
sgi	Suga
sug	Suganga
kzs	Sugut Dusun
swi	Sui
sui	Suki
sub	Suku
suk	Sukuma
syk	Sukur
zsu	Sukurum
szn	Sula
sua	Sulka
srg	Sulod
suv	Sulung
sqm	Suma
siv	Sumariup
six	Sumau
smw	Sumbawa
suw	Sumbwa
sux	Sumerian
csv	Sumtu Chin
ssk	Sunam
su	Sundanese
ymn	Sunum
suz	Sunwar
syo	Suoy
spp	Supyire
tdl	Sur
sur	Sura
sbj	Surbakhal
suq	Suri
sgd	Surigaonon
sjp	Surjapuri
sgz	Sursurunga
swx	Suruah?
sde	Surubu
sru	Suru?
mdz	Suru? Do Par?
sqn	Susquehannock
sus	Susu
ssu	Susuami
sdj	Suundi
swu	Suwawa
suy	Suy?
sva	Svan
swg	Swabian
sw	Swahili
csw	Swampy Cree
ss	Swazi
sv	Swedish
swl	Swedish Sign Language
ssr	Swiss-French Sign Language
sgg	Swiss-German Sign Language
slf	Swiss-Italian Sign Language
shz	Syenara Senoufo
syl	Sylheti
syr	Syriac
sem-syr	Syrian Arabic
tct	T'en
acq	Ta'izzi-Adeni Arabic
tap	Taabwa
zat	Tabaa Zapotec
tby	Tabaru
tab	Tabasaran
chf	Tabasco Chontal
nhc	Tabasco Nahuatl
zoq	Tabasco Zoque
tnm	Tabla
knv	Tabo
tzx	Tabriak
xtt	Tacahua Mixtec
tna	Tacana
shy	Tachawit
dsq	Tadaksahak
tdy	Tadyawan
rob	Tae'
tcd	Tafi
bgs	Tagabawa
klg	Tagakaulu Kalagan
mvv	Tagal Murut
tl	Tagalog
oua	Tagargrent
tbw	Tagbanwa
tbm	Tagbu
tda	Tagdal
tgx	Tagish
tag	Tagoi
tgw	Tagwana Senoufo
thv	Tahaggart Tamahaq
ty	Tahitian
tht	Tahltan
taw	Tai
tyr	Tai Daeng
blt	Tai Dam
tyj	Tai Do
twh	Tai D?n
thc	Tai Hang Tong
tiz	Tai Hongjin
tlq	Tai Loi
thi	Tai Long
tmp	Tai M?ne
tdd	Tai N?a
tpo	Tai Pao
tmm	Tai Thanh
cuu	Tai Ya
gpn	Taiap
aos	Taikat
crp-tpr	Taimyr Pidgin Russian
ago	Tainae
tnq	Taino
uar	Tairuma
dav	Taita
tss	Taiwan Sign Language
pee	Taje
tg	Tajik
abh	Tajiki Arabic
tdj	Tajio
tja	Tajuasohn
tkm	Takelma
tks	Takestani
tbc	Takia
tkz	Takua
nho	Takuu
tke	Takwane
tal	Tal
tak	Tala
tld	Talaud
tlv	Taliabu
tdf	Talieng
tlj	Talinga-Bwisi
tlr	Talise
tlo	Talodi
tlk	Taloki
tln	Talondo'
tzl	Talossan
yta	Talu
tly	Talysh
tma	Tama (Chad)
ten	Tama (Colombia)
tcg	Tamagario
tmz	Tamanaku
tmh	Tamashek
taq	Tamasheq
vmx	Tamazola Mixtec
tdk	Tambas
xxt	Tambora
tls	Tambotalo
kzt	Tambunan Dusun
tmy	Tami
ta	Tamil
tax	Tamki
tml	Tamnim Citak
low	Tampias Lobu
tpu	Tampuan
tpm	Tampulma
tcb	Tanacross
tcm	Tanahmerah
tpv	Tanapag
tgn	Tandaganon
tni	Tandia
tnx	Tanema
tan	Tangale
tnv	Tangchangya
tgg	Tangga
tgu	Tanggu
nmf	Tangkhul Naga
tkx	Tangko
ytl	Tanglang
tgp	Tangoa
nst	Tangsa
tbs	Tanguat
txg	Tangut
tbe	Tanimbili
tnc	Tanimuca-Retuar?
uji	Tanjijili
kml	Tanudan Kalinga
tza	Tanzanian Sign Language
twf	Taos
tbb	Tapeba
afp	Tapei
tpj	Tapiet?
taf	Tapirap?
kcm	Tar Gula
bdh	Tara Baka
roa-tar	Tarantino
tro	Tarao
tgr	Tareng
tae	Tariana
rif	Tarifit
yer	Tarok
trv	Taroko
tpf	Tarpia
txr	Tartessian
twq	Tasawaq
shi	Tashelhit
xtz	Tasmanian
tmt	Tasmate
ttt	Tat
cta	Tataltepec Chatino
txx	Tatana
tt	Tatar
tav	Tatuyo
ttd	Tauade
tuh	Taulil
tco	Taungyo
tpa	Taupota
tad	Tause
trr	Taushiro
tsg	Tausug
tya	Tauya
tvs	Taveta
tvn	Tavoyan
rmu	Tavringer Romani
tbo	Tawala
ttq	Tawallammat Tamajaq
xtw	Tawand?
twm	Tawang Monpa
twl	Tawara
tbp	Taworta
twy	Tawoyan
tcp	Tawr Chin
tyz	T?y
tas	Tay Boi
tnu	Tay Khang
tys	T?y Sa Pa
tyt	T?y Tac
ayy	Tayabas Ayta
thz	Tayart Tamajeq
cks	Tayo
grr	Taznatit
tbl	Tboli
tck	Tchitchege
bqa	Tchumbuli
tve	Te'un
tkw	Teanu
tsy	Tebul Sign Language
dtu	Tebul Ure Dogon
tcw	Tecpatl?n Totonac
tuq	Tedaga
ctd	Tedim Chin
tkq	Tee
lor	T??n
tfo	Tefaro
ras	Tegali
kps	Tehit
teh	Tehuelche
twe	Teiwa
ztt	Tejalapan Zapotec
ebo	Teke-Ebo
ifm	Teke-Fuumu
kkw	Teke-Kukuya
lli	Teke-Laali
nzu	Teke-Nzikou
teg	Teke-Tege
tyi	Teke-Tsaayi
tyx	Teke-Tyee
ttc	Tektiteko
tvm	Tela-Masbuar
tlf	Telefol
te	Telugu
tlt	Teluti
kdh	Tem
tjo	Temacine Tamazight
nhv	Temascaltepec Nahuatl
tqb	Temb?
tdo	Teme
teq	Temein
soz	Temi
tea	Temiar
ott	Temoaya Otomi
tmo	Temoq
tdu	Tempasuk Dusun
tmw	Temuan
otn	Tenango Otomi
dtk	Tene Kan Dogon
vkt	Tenggarong Kutai Malay
tes	Tengger
pah	Tenharim
tqn	Tenino
tns	Tenis
tex	Tennet
tio	Teop
tev	Teor
tep	Tepecano
cnt	Tepetotutla Chinantec
cux	Tepeuxila Cuicatec
cte	Tepinapa Chinantec
ted	Tepo Krumen
sjt	Ter Sami
ttr	Tera
trb	Terebu
buo	Terei
ter	Tereno
tef	Teressa
twg	Tereweng
tfr	Teribe
tec	Terik
twu	Termanu
tft	Ternate
tmg	Ternate?o
keg	Tese
twc	Teshenawa
tll	Tetela
nhg	Tetelcingo Nahuatl
teb	Tetete
tet	Tetum
tdt	Tetun Dili
cut	Teutila Cuicatec
tew	Tewa
twx	Tewe
otx	Texcatepec Otomi
poq	Texistepec Popoluca
zpz	Texmelucan Zapotec
mxb	Tezoatl?n Mixtec
thy	Tha
thn	Thachanadan
tcz	Thado Chin
th	Thai
tsq	Thai Sign Language
soa	Thai Song
cth	Thaiphum Chin
ths	Thakali
nki	Thangal Naga
thf	Thangmi
ssf	Thao
thk	Tharaka
dhr	Tharrgari
xtv	Thawa
typ	Thaypan
thx	The
tou	Tho
thp	Thompson
ytp	Thopho
txh	Thracian
tyl	Thu Lao
thw	Thudam
tdh	Thulung
tbh	Thurawal
thu	Thuri
ahi	Tiagbamrin Aizi
mnl	Tiale
tbj	Tiang
ngy	Tibea
bo	Tibetan
tcn	Tichurong
tca	Ticuna
mtx	Tida? Mixtec
tia	Tidikelt Tamazight
tid	Tidong
tvo	Tidore
tiq	Ti?fo
boo	Tiemac?w? Bozo
tii	Tiene
boz	Ti?yaxo Bozo
tif	Tifal
tgc	Tigak
nza	Tigon Mbembe
tig	Tigre
ti	Tigrinya
txq	Tii
xtl	Tijaltepec Mixtec
tik	Tikar
tkp	Tikopia
otl	Tilapa Otomi
til	Tillamook
zts	Tilquiapan Zapotec
tij	Tilung
tms	Tima
tim	Timbe
tem	Timne
tvy	Timor Pidgin
tjm	Timucua
tih	Timugon Murut
lbf	Tinani
tin	Tindi
tie	Tingal
tgv	Tingui-Boto
tit	Tinigua
tne	Tinoc Kallahan
tpz	Tinputz
tpe	Tippera
tic	Tira
tra	Tirahi
tde	Tiranige Diga Dogon
pyx	Tircul
cir	Tiri
tiy	Tiruray
tdq	Tita
ttv	Titan
tiv	Tivi
lax	Tiwa
tiw	Tiwi
tju	Tjurruru
tpt	Tlachichilco Tepehua
tpl	Tlacoapa Me'phaa
ctl	Tlacoatzintepec Chinantec
zpk	Tlacolulita Zapotec
mxp	Tlahuitoltepec Mixe
nuz	Tlamacazapa Nahuatl
mqh	Tlazoyaltepec Mixtec
tli	Tlingit
toz	To
mlu	To'abaita
tqo	Toaripi
tob	Toba
bbc	Toba Batak
tmf	Toba-Maskoy
tgh	Tobagonian Creole English
tng	Tobanga
tti	Tobati
tlb	Tobelo
tox	Tobian
tgb	Tobilung
tbv	Tobo
asu	Tocantins Asurini
xto	Tocharian A
txb	Tocharian B
taz	Tocho
tcx	Toda
tdr	Todrah
kim	Tofa
tlg	Tofanma
tfi	Tofin Gbe
tor	Togbo-Vara Banda
tgy	Togoyo
toj	Tojolabal
tpi	Tok Pisin
zuh	Tokano
tkl	Tokelauan
art-top	Toki Pona
tkn	Toku-No-Shima
jic	Tol
ksd	Tolai
lbw	Tolaki
tlm	Tolomako
tol	Tolowa
tod	Toma
tdi	Tomadino
ttp	Tombelala
txa	Tombonuo
tom	Tombulu
toe	Tomedes
txm	Tomini
dto	Tommo So Dogon
dtm	Tomo Kan Dogon
tqp	Tomoip
tdn	Tondano
toi	Tonga
to	Tongan
tny	Tongwe
tjn	Tonjon
tqw	Tonkawa
tnw	Tonsawang
txs	Tonsea
tnt	Tontemboan
ttj	Tooro
toy	Topoiyo
toq	Toposa
trz	Tor?
sda	Toraja-Sa'dan
trj	Toram
ttu	Torau
tdv	Toro
dts	Toro So Dogon
dtt	Toro Tegu Dogon
tno	Toromono
tqr	Torona
tcs	Torres Strait Creole
tei	Torricelli
yyu	Torricelli Yau
trw	Torwali
ttl	Totela
txo	Toto
txe	Totoli
zph	Totomachapan Zapotec
mto	Totontepec Mixe
